Department,Department_Name,Division,Gender,Grade,Base_Salary,Overtime_Pay,Longevity_Pay,Total_pay
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,107934,0,0,107934
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,16,78947,0,2042.22,80989.22
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,110420.38,0,0,110420.38
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,20,93986,0,4454.99,98440.99
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,1824.42,114091.42
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,20,93986,0,7472.55,101458.55
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N26,122842,5307.16,0,128149.16
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,23,103034,0,333.09,103367.09
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,107616.02,0,0,107616.02
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,24,112267,0,8950.52,121217.52
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,56133.5,0,2680.48,58813.98
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N26,111043.47,0,0,111043.47
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,5,25210.5,0,0,25210.5
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,5,25210.5,0,0,25210.5
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,20,93986,0,0,93986
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,98228,0,0,98228
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,98228,0,0,98228
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,91394.95,0,0,91394.95
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,20,84027.66,0,0,84027.66
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,98228,0,0,98228
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,89256.62,0,0,89256.62
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,104001.92,0,0,104001.92
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N26,108936.8,2076.04,0,111012.84
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,23,97085.49,0,0,97085.49
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,N26,120426.89,2931.86,0,123358.75
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N28,102412.1,0,0,102412.1
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,73333,0,0,73333
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,23,107367,849.29,0,108216.29
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,16,60894.31,0,0,60894.31
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,23,74472.61,0,0,74472.61
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,113091,0,0,113091
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,110050.68,0,0,110050.68
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,110633.04,0,0,110633.04
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,22,87353.28,0,0,87353.28
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,86238.29,0,0,86238.29
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,103365.35,28.45,0,103393.8
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,N21,92323.98,951.84,0,93275.82
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,18,62368.89,0,0,62368.89
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,96939.43,0,0,96939.43
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,16,34406.54,2729.68,0,37136.22
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,102544.14,0,0,102544.14
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N26,121055.75,0,0,121055.75
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,97411.17,0,0,97411.17
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N26,109636.16,2701.73,0,112337.89
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,98228,0,0,98228
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,99077.01,0,0,99077.01
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,18,77890.21,0,0,77890.21
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,99289.66,0,0,99289.66
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,18,63969.3,0,0,63969.3
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,EX3,190000,0,0,190000
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N23,104475.99,0,0,104475.99
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,77032.71,0,0,77032.71
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,16,73382.46,0,0,73382.46
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,91346.19,0,0,91346.19
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,100438.71,0,0,100438.71
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,97152.09,0,0,97152.09
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N23,93347.05,0,0,93347.05
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,103110.42,0,0,103110.42
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,84735.94,0,0,84735.94
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,98228,0,0,98228
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,23,77957.74,248.8,0,78206.54
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,88358.44,0,0,88358.44
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,88358.44,0,0,88358.44
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,76410.22,0,0,76410.22
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,87840.94,0,0,87840.94
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,23,90190.39,0,0,90190.39
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,21,70915.1,0,0,70915.1
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,79522.16,0,0,79522.16
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,82316.66,0,0,82316.66
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,84462.21,0,0,84462.21
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,93333,0,0,93333
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,98333,0,0,98333
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,87933,0,0,87933
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,N17,67133,0,0,67133
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,89899,0,0,89899
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,23,89690.39,0,0,89690.39
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Male,18,62333,0,0,62333
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,85426,0,0,85426
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,99663.39,0,0,99663.39
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,20,89333,0,0,89333
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,24,89899,0,0,89899
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,Female,21,80078.64,0,0,80078.64
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,78947,4850.05,4534.47,88331.52
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,16,59210.25,176.86,4897,64284.11
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,21,97579.8,0,0,97579.8
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,N23,107367,0,0,107367
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,77730.45,0,3444.63,81175.08
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,21,98228,0,7816.14,106044.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,117424,0,5013.3,122437.3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,78947,0,2408.01,81355.01
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,86103,0,3444.87,89547.87
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N17,82436,8123.38,1223.6,91782.98
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M3,143075.36,0,0,143075.36
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,86103,0,6836.38,92939.38
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,53967,0,330.09,54297.09
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,117424,0,1908.14,119332.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,N26,122842,19359.6,5246.26,147447.86
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N23,53683.5,0,2611.13,56294.63
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,8950.52,121217.52
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,16,73179,0,0,73179
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,17022.06,0,139864.06
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N23,107367,0,0,107367
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,2825.94,115092.94
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,115558.14,0,0,115558.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,0,5246.26,128088.26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,MD4,233329,0,2293.44,235622.44
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,86103,0,4076.04,90179.04
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M2,175873,0,0,175873
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,7604.03,119871.03
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,8950.52,121217.52
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,N25,117424,0,5013.3,122437.3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,MD4,116664.5,0,1155.53,117820.03
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,18320.4,5246.26,146408.66
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,2078.58,114345.58
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,86103,0,1399.19,87502.19
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,56133.5,2912.28,4892.38,63938.16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M3,135852.31,0,0,135852.31
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,Male,M3,152940,0,0,152940
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,6484.63,4673.15,105143.78
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,74417.06,22692.07,0,97109.13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,440.96,3448.74,116156.7
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,8950.52,121217.52
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,0,0,122842
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,89566.32,1170.64,7115.83,97852.79
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M2,156050.47,0,0,156050.47
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,0,1527.37,95513.37
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,56133.5,0,1271.78,57405.28
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,0,4454.99,98440.99
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,20998.12,7124.19,140389.31
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N23,107367,0,1744.73,109111.73
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,13,52081.5,0,2724.59,54806.09
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,18,86103,0,753.41,86856.41
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,110620.19,24199.05,0,134819.24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,112267,37248.74,5332.31,154848.05
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,66215.65,17691.12,0,83906.77
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,86103,0,2117.19,88220.19
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,112267,0,8950.52,121217.52
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,86103,558.85,0,86661.85
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,23,89524.65,6296.84,0,95821.49
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,105349.09,0,0,105349.09
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,0,4454.99,98440.99
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,7275,5850.71,125392.71
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,M3,144051.79,0,0,144051.79
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,922.2,1824.42,115013.62
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,56133.5,346.66,942.04,57422.2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,18,86103,0,2536.95,88639.95
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,23,107367,0,5097.58,112464.58
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,86103,18193.49,2216.58,106513.07
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,5332.31,117599.31
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,0,4454.99,98440.99
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M3,139165.6,0,0,139165.6
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,23,103034,0,614.02,103648.02
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,110503.8,0,0,110503.8
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,93986,0,7472.55,101458.55
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,MD3,212664,0,2087.44,214751.44
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,102941.59,0,0,102941.59
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,13,61455.07,513.35,0,61968.42
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,80174.62,0,0,80174.62
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,20,46993,0,0,46993
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,106444.3,2426.32,0,108870.62
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,100331.14,0,0,100331.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,98321.69,0,0,98321.69
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,16,78947,910.96,0,79857.96
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,101757.76,0,0,101757.76
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,20,93986,0,0,93986
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,N25,108496.98,0,0,108496.98
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,116264.66,0,0,116264.66
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,5706.39,0,128548.39
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,23,81505.84,0,0,81505.84
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,103544.04,0,0,103544.04
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,0,0,122842
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,20,93986,0,0,93986
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,100042.55,2607.46,0,102650.01
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,18,86103,0,0,86103
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,13,60036.58,0,0,60036.58
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,21130.7,0,133397.7
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,113886.45,8657.36,0,122543.81
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,67169.56,1332.24,0,68501.8
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,122842,0,0,122842
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N17,82436,0,0,82436
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,13,69442,50.08,0,69492.08
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,16,70254.48,0,0,70254.48
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,18,75882.2,0,0,75882.2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,85745.29,0,0,85745.29
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,13,69442,18588.06,0,88030.06
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,82827.17,238.93,0,83066.1
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,93440.66,0,0,93440.66
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,18,75422.08,0,0,75422.08
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,17283.02,0,129550.02
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,13,62004.92,3439.22,0,65444.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,90891.81,7079.77,0,97971.58
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,90891.8,0,0,90891.8
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,87818.27,13681.03,0,101499.3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,23,69891.29,806.46,0,70697.75
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,MD3,106332,11399.32,0,117731.32
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,88121.14,0,0,88121.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,93339.14,0,0,93339.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,88659.58,0,0,88659.58
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M3,143879.5,0,0,143879.5
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,89354.37,0,0,89354.37
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,88030.94,0,0,88030.94
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,85143.45,2350.89,0,87494.34
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,89252.89,0,0,89252.89
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,99958,0,0,99958
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,98994.16,0,0,98994.16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,100735.96,7496.39,0,108232.35
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,96598.36,0,0,96598.36
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,95992.5,0,0,95992.5
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,56133.5,2382.07,0,58515.57
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,25,117424,0,0,117424
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,88647.27,0,0,88647.27
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,M3,116872.57,0,0,116872.57
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,112267,0,0,112267
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,109367.72,1909.46,0,111277.18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,96736.62,0,0,96736.62
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N25,113219.16,0,0,113219.16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,82794.43,0,0,82794.43
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,M3,144227.2,0,0,144227.2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,88824.11,3735.06,0,92559.17
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,88241.74,0,0,88241.74
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,85679.28,469.31,0,86148.59
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,85820.39,0,0,85820.39
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,85054.03,0,0,85054.03
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,90477.09,0,0,90477.09
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,111697.19,618.12,0,112315.31
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,88243.09,6617.92,0,94861.01
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Male,24,88121.14,0,0,88121.14
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,24,105291.15,15161.54,0,120452.69
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,N26,113698.5,0,0,113698.5
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,Female,13,30834.9,0,0,30834.9
